subject_id,label,pc1_mean,pc2_mean
2,0,-0.28258316664025185,-0.7034191427752375
8,0,0.5089385640248656,-0.48190979128703476
11,0,-0.08455730897374451,0.4152778130210936
28,0,0.72988880031305,-0.08956722203376037
35,0,1.1100420082220808,-0.2702510069357231
36,0,0.5868920418336833,-1.0120240830195446
46,0,-1.3994824492186309,0.3380074236355722
56,0,0.9863338863054655,-0.032207097666165266
57,0,0.2707743514141049,0.8036166310611398
59,0,0.8759628891512149,-0.05352596204840776
60,0,1.475716578513384,-0.5010626306384802
69,0,0.6683828729670495,-0.5589116690887346
73,0,-0.037576038534753026,0.40209152445197105
80,0,-1.577190491850629,-0.18494388846812224
83,0,0.0075429598987102504,-0.16991837430745363
84,0,0.9389397117510899,-0.4096076560888401
88,0,1.127478999842424,0.737083553802222
94,0,0.1801390076801181,0.49501063469797374
213,1,1.7977769725769759,-0.880100868716836
214,1,1.2454574369270393,-0.09633035954050344
216,1,1.366999967910704,-0.7162758405837748
219,1,0.9530592701211572,-1.0097524025291205
236,1,2.1086825539171694,-1.3489230344817043
237,1,0.3675502148270607,0.7275755269266665
238,1,0.929110741651408,0.24045000001027875
244,1,1.2685703649724784,-0.7856950800277684
246,1,2.246812963021957,-0.05647273179219694
252,1,1.2059341825917362,0.10634745830669999
255,1,1.0847496734932065,-0.540544299101457
268,1,1.1128762020876533,-0.5392733734885329
269,1,1.231145319174975,-1.2069631133601069
274,1,0.6438748949486762,-0.2647382606193423
278,1,1.7441815055345977,-0.812601646829036
279,1,0.5819783817604184,-0.762239470332861
282,1,0.7567539521213621,-0.49472904855385424
284,1,1.0701284769177437,-0.6685216414183378
285,1,1.2914869626207899,-0.35394910152535886
290,1,0.251008316911757,0.49968890365213153
297,1,1.2992903986014426,-0.6479832931848554
302,1,1.3210514870285988,-1.1701279716938735
0,0,-1.2708014897536486,-0.9114412774145603
1,0,-0.0796742271259427,-1.4228412114083766
3,0,-1.214704837575555,-0.9132276727631689
4,0,-0.40297093617876895,-0.9263975773987018
6,0,-0.604875034717843,-0.9322955001145601
7,0,-0.7913076955638826,-0.31095282358117404
13,0,1.4551277898860222,-0.5192089602161123
21,0,0.41896485389210286,-0.18638896503485738
22,0,0.1375146664754309,0.14350691336122426
24,0,-0.48407725751399994,-0.24896080378443003
25,0,0.0854115328937769,-0.4856893953680992
29,0,0.011344109069217335,-0.05922978503083942
32,0,-0.2723308474570513,0.1170232056081295
40,0,-0.5774257761059385,-0.13116800709806306
49,0,0.19992333930955888,0.5567964021853792
55,0,-0.049650552568539064,0.04747618889740231
65,0,-0.14644333589822053,-1.895077116265893
71,0,0.2443030827306211,0.6053794697672129
77,0,-0.8994942360185086,0.1381588851287961
79,0,-0.6362200853015695,-1.665052823114152
89,0,0.5684922612644732,-0.2316918024327606
90,0,0.7056135864634263,-0.561519231647253
97,0,-0.40363727224990725,-0.9229993943497539
101,0,-0.32450833429582415,0.016458277720957995
205,1,1.2338471690456223,-0.9454625743168472
215,1,1.7859556780569255,-0.3008886132016778
217,1,1.3855635357648135,0.06865754911676049
222,1,1.2510414748566643,-1.0981622259227597
231,1,-0.074681214094162,-0.36608936144039034
241,1,2.052303352313707,-0.599658819119923
245,1,0.13540979208424686,-1.497401552721858
247,1,0.907693541944027,0.5325282282289118
249,1,0.5996876283083111,-1.095919767357409
270,1,0.31549365769083404,-0.5515680115346854
271,1,0.17919026723489015,-1.3683200235469173
276,1,-0.34764976113225626,0.20071071664793322
281,1,0.5985865721106529,0.18411473702639342
283,1,0.03342364515992813,-0.03283789530784512
292,1,0.06297495029866695,-1.161973943002522
298,1,0.925132647305727,0.18069877341389656
9,0,0.015148284593597055,-0.1466457146871835
17,0,0.43448839217424395,-0.4143332747090608
19,0,0.29839574669798213,0.10240494249143986
20,0,-1.4783911203475375,-0.6784953828704985
31,0,0.787231166837449,0.5734821223106581
34,0,0.10503658518195153,0.6566628281213344
37,0,-0.33356686487793924,-0.8556375410221517
39,0,1.758730180054489,-0.06807799537976583
41,0,0.1280494298917627,-0.3905042190142352
43,0,0.8924709609523416,-0.2878351024724543
44,0,0.8767122061409313,-0.2955218080388404
50,0,0.5478470197436635,0.09441408306134469
53,0,-0.656402476508208,0.05589972126927942
54,0,-0.2363688116989185,0.2480723033323116
62,0,1.562398516934137,0.3471343192290895
81,0,-1.634756127372384,0.974594705151394
82,0,-0.5303825321886688,0.5071087302267552
